2462728.75084 0.007713 -0.011954 -0.002986
2462728.75927 0.007714 -0.011953 -0.002987
2462728.76770 0.007715 -0.011952 -0.002988
2462728.77613 0.007716 -0.011951 -0.002989
2462728.78457 0.007719 -0.011950 -0.002990
2462728.79300 0.007720 -0.011949 -0.002991
2462728.80143 0.007721 -0.011947 -0.002992
2462728.80986 0.007722 -0.011947 -0.002993
2462728.81829 0.007724 -0.011946 -0.002995
2462728.82673 0.007725 -0.011944 -0.002995
2462728.83516 0.007726 -0.011944 -0.002997
2462728.84359 0.007728 -0.011942 -0.002998
2462728.85202 0.007729 -0.011942 -0.002999
2462728.86045 0.007731 -0.011940 -0.003000
2462728.86888 0.007731 -0.011940 -0.003001
2462728.87732 0.007733 -0.011938 -0.003002
2462728.88575 0.007734 -0.011938 -0.003003
2462728.89418 0.007736 -0.011936 -0.003004
2462728.90261 0.007737 -0.011935 -0.003005
2462728.91104 0.007739 -0.011934 -0.003006
2462728.91947 0.007740 -0.011933 -0.003007
2462728.92791 0.007741 -0.011932 -0.003008
2462728.93634 0.007742 -0.011931 -0.003009
2462728.94477 0.007744 -0.011929 -0.003010
2462728.95320 0.007745 -0.011929 -0.003012
2462728.96163 0.007746 -0.011928 -0.003012
2462728.97007 0.007748 -0.011926 -0.003013
2462728.97850 0.007749 -0.011926 -0.003015
2462728.98693 0.007751 -0.011925 -0.003016
2462728.99536 0.007752 -0.011923 -0.003017
2462729.00379 0.007753 -0.011922 -0.003018
2462729.01222 0.007755 -0.011922 -0.003019
2462729.02066 0.007756 -0.011920 -0.003020
2462729.02909 0.007757 -0.011919 -0.003021
2462729.03752 0.007758 -0.011918 -0.003022
2462729.04595 0.007760 -0.011917 -0.003023
2462729.05438 0.007762 -0.011916 -0.003024
2462729.06282 0.007763 -0.011915 -0.003025
2462729.07125 0.007764 -0.011914 -0.003026
2462729.07968 0.007765 -0.011912 -0.003027
2462729.08811 0.007767 -0.011911 -0.003028
2462729.09654 0.007768 -0.011910 -0.003029
2462729.10497 0.007770 -0.011910 -0.003031
2462729.11341 0.007771 -0.011909 -0.003032
2462729.12184 0.007772 -0.011908 -0.003033
2462729.13027 0.007774 -0.011906 -0.003034
2462729.13870 0.007774 -0.011905 -0.003035
2462729.14713 0.007776 -0.011904 -0.003036
2462729.15557 0.007777 -0.011903 -0.003037
2462729.16400 0.007778 -0.011902 -0.003038
2462729.17243 0.007780 -0.011901 -0.003039
2462729.18086 0.007781 -0.011900 -0.003040
2462729.18929 0.007783 -0.011899 -0.003041
2462729.19772 0.007785 -0.011898 -0.003042
2462729.20616 0.007786 -0.011897 -0.003043
2462729.21459 0.007787 -0.011896 -0.003044
2462729.22302 0.007788 -0.011895 -0.003046
2462729.23145 0.007789 -0.011894 -0.003047
2462729.23988 0.007791 -0.011892 -0.003047
2462729.24832 0.007792 -0.011891 -0.003048
2462729.25675 0.007793 -0.011890 -0.003050
2462729.26518 0.007795 -0.011889 -0.003051
2462729.27361 0.007796 -0.011888 -0.003052
2462729.28204 0.007797 -0.011887 -0.003053
2462729.29047 0.007799 -0.011886 -0.003054
2462729.29891 0.007801 -0.011884 -0.003055
2462729.30734 0.007802 -0.011883 -0.003056
2462729.31577 0.007803 -0.011882 -0.003057
2462729.32420 0.007804 -0.011882 -0.003058
2462729.33263 0.007806 -0.011880 -0.003059
2462729.34107 0.007807 -0.011879 -0.003060
2462729.34950 0.007808 -0.011878 -0.003061
2462729.35793 0.007810 -0.011877 -0.003062
2462729.36636 0.007811 -0.011875 -0.003063
2462729.37479 0.007813 -0.011875 -0.003064
2462729.38322 0.007814 -0.011874 -0.003066
2462729.39166 0.007814 -0.011872 -0.003066
2462729.40009 0.007816 -0.011871 -0.003068
2462729.40852 0.007817 -0.011871 -0.003069
2462729.41695 0.007819 -0.011869 -0.003070
2462729.42538 0.007820 -0.011868 -0.003071
2462729.43382 0.007822 -0.011867 -0.003072
2462729.44225 0.007822 -0.011866 -0.003073
2462729.45068 0.007824 -0.011865 -0.003074
2462729.45911 0.007825 -0.011864 -0.003075
2462729.46754 0.007827 -0.011863 -0.003076
2462729.47597 0.007829 -0.011861 -0.003077
2462729.48441 0.007829 -0.011861 -0.003078
2462729.49284 0.007831 -0.011859 -0.003079
2462729.50127 0.007833 -0.011858 -0.003080
2462729.50970 0.007833 -0.011857 -0.003081
2462729.51813 0.007835 -0.011856 -0.003083
2462729.52656 0.007837 -0.011855 -0.003083
2462729.53500 0.007837 -0.011854 -0.003085
2462729.54343 0.007839 -0.011853 -0.003086
2462729.55186 0.007840 -0.011851 -0.003086
2462729.56029 0.007841 -0.011851 -0.003088
2462729.56872 0.007843 -0.011849 -0.003089
2462729.57716 0.007844 -0.011849 -0.003090
2462729.58559 0.007846 -0.011847 -0.003091
2462729.59402 0.007847 -0.011846 -0.003092
2462729.60245 0.007849 -0.011845 -0.003093
2462729.61088 0.007849 -0.011844 -0.003094
2462729.61931 0.007851 -0.011842 -0.003095
2462729.62775 0.007852 -0.011842 -0.003096
2462729.63618 0.007853 -0.011841 -0.003097
2462729.64461 0.007855 -0.011839 -0.003098
2462729.65304 0.007856 -0.011838 -0.003099
2462729.66147 0.007858 -0.011837 -0.003101
2462729.66991 0.007859 -0.011836 -0.003102
2462729.67834 0.007860 -0.011835 -0.003102
2462729.68677 0.007862 -0.011833 -0.003103
