2461447.75721 -0.008824 0.008329 0.009081
2461447.76564 -0.008824 0.008325 0.009079
2461447.77408 -0.008825 0.008323 0.009079
2461447.78251 -0.008826 0.008320 0.009077
2461447.79094 -0.008828 0.008318 0.009077
2461447.79937 -0.008829 0.008315 0.009075
2461447.80780 -0.008829 0.008313 0.009075
2461447.81623 -0.008830 0.008310 0.009074
2461447.82467 -0.008832 0.008308 0.009073
2461447.83310 -0.008832 0.008305 0.009072
2461447.84153 -0.008833 0.008303 0.009071
2461447.84996 -0.008835 0.008300 0.009070
2461447.85839 -0.008835 0.008297 0.009069
2461447.86683 -0.008837 0.008295 0.009068
2461447.87526 -0.008837 0.008293 0.009067
2461447.88369 -0.008839 0.008291 0.009066
2461447.89212 -0.008840 0.008288 0.009065
2461447.90055 -0.008840 0.008285 0.009064
2461447.90898 -0.008842 0.008283 0.009063
2461447.91742 -0.008842 0.008280 0.009062
2461447.92585 -0.008844 0.008277 0.009061
2461447.93428 -0.008845 0.008276 0.009060
2461447.94271 -0.008846 0.008273 0.009059
2461447.95114 -0.008847 0.008270 0.009058
2461447.95958 -0.008847 0.008267 0.009057
2461447.96801 -0.008849 0.008265 0.009056
2461447.97644 -0.008850 0.008263 0.009055
2461447.98487 -0.008851 0.008260 0.009054
2461447.99330 -0.008852 0.008257 0.009053
2461448.00173 -0.008853 0.008255 0.009052
2461448.01017 -0.008854 0.008252 0.009051
2461448.01860 -0.008855 0.008250 0.009051
2461448.02703 -0.008856 0.008247 0.009049
2461448.03546 -0.008856 0.008245 0.009048
2461448.04389 -0.008858 0.008242 0.009047
2461448.05232 -0.008859 0.008240 0.009046
2461448.06076 -0.008860 0.008237 0.009045
2461448.06919 -0.008861 0.008234 0.009044
2461448.07762 -0.008861 0.008232 0.009043
2461448.08605 -0.008863 0.008229 0.009042
2461448.09448 -0.008864 0.008227 0.009041
2461448.10292 -0.008865 0.008224 0.009040
2461448.11135 -0.008866 0.008222 0.009039
2461448.11978 -0.008867 0.008219 0.009038
2461448.12821 -0.008868 0.008217 0.009037
2461448.13664 -0.008869 0.008214 0.009036
2461448.14507 -0.008870 0.008212 0.009036
2461448.15351 -0.008871 0.008209 0.009035
2461448.16194 -0.008872 0.008207 0.009034
2461448.17037 -0.008873 0.008204 0.009033
2461448.17880 -0.008874 0.008202 0.009032
2461448.18723 -0.008875 0.008199 0.009031
2461448.19567 -0.008876 0.008197 0.009030
2461448.20410 -0.008877 0.008195 0.009029
2461448.21253 -0.008878 0.008191 0.009028
2461448.22096 -0.008879 0.008189 0.009027
2461448.22939 -0.008880 0.008186 0.009026
2461448.23782 -0.008881 0.008184 0.009025
2461448.24626 -0.008882 0.008182 0.009024
2461448.25469 -0.008883 0.008179 0.009023
2461448.26312 -0.008884 0.008176 0.009022
2461448.27155 -0.008885 0.008174 0.009021
2461448.27998 -0.008886 0.008172 0.009020
2461448.28842 -0.008887 0.008168 0.009019
2461448.29685 -0.008888 0.008166 0.009018
2461448.30528 -0.008890 0.008164 0.009017
2461448.31371 -0.008890 0.008161 0.009016
2461448.32214 -0.008891 0.008159 0.009015
2461448.33057 -0.008893 0.008156 0.009014
2461448.33901 -0.008893 0.008153 0.009013
2461448.34744 -0.008894 0.008151 0.009012
2461448.35587 -0.008895 0.008149 0.009011
2461448.36430 -0.008896 0.008146 0.009010
2461448.37273 -0.008898 0.008144 0.009009
2461448.38117 -0.008898 0.008141 0.009008
2461448.38960 -0.008899 0.008138 0.009007
2461448.39803 -0.008900 0.008136 0.009006
2461448.40646 -0.008901 0.008133 0.009005
2461448.41489 -0.008902 0.008131 0.009004
2461448.42332 -0.008904 0.008128 0.009003
2461448.43176 -0.008904 0.008126 0.009002
2461448.44019 -0.008905 0.008123 0.009001
