2462908.75302 -0.007143 -0.000885 0.001414
2462908.76146 -0.007144 -0.000886 0.001412
2462908.76989 -0.007144 -0.000887 0.001410
2462908.77832 -0.007144 -0.000888 0.001408
2462908.78675 -0.007145 -0.000890 0.001405
2462908.79518 -0.007145 -0.000890 0.001404
2462908.80361 -0.007145 -0.000891 0.001402
2462908.81205 -0.007146 -0.000892 0.001399
2462908.82048 -0.007146 -0.000893 0.001398
2462908.82891 -0.007147 -0.000895 0.001395
2462908.83734 -0.007148 -0.000895 0.001394
2462908.84577 -0.007148 -0.000897 0.001391
2462908.85421 -0.007148 -0.000897 0.001390
2462908.86264 -0.007148 -0.000899 0.001387
2462908.87107 -0.007149 -0.000899 0.001386
2462908.87950 -0.007149 -0.000901 0.001383
2462908.88793 -0.007150 -0.000901 0.001382
2462908.89636 -0.007151 -0.000903 0.001379
2462908.90480 -0.007151 -0.000903 0.001378
2462908.91323 -0.007151 -0.000905 0.001375
2462908.92166 -0.007152 -0.000906 0.001373
2462908.93009 -0.007152 -0.000907 0.001371
2462908.93852 -0.007152 -0.000908 0.001369
2462908.94696 -0.007153 -0.000908 0.001368
2462908.95539 -0.007153 -0.000910 0.001365
2462908.96382 -0.007154 -0.000911 0.001363
2462908.97225 -0.007154 -0.000911 0.001362
2462908.98068 -0.007154 -0.000913 0.001359
2462908.98911 -0.007155 -0.000914 0.001357
2462908.99755 -0.007155 -0.000914 0.001356
2462909.00598 -0.007156 -0.000916 0.001353
2462909.01441 -0.007156 -0.000917 0.001351
2462909.02284 -0.007157 -0.000918 0.001349
2462909.03127 -0.007157 -0.000919 0.001347
2462909.03971 -0.007157 -0.000920 0.001345
2462909.04814 -0.007158 -0.000921 0.001343
2462909.05657 -0.007158 -0.000922 0.001341
2462909.06500 -0.007159 -0.000923 0.001339
2462909.07343 -0.007159 -0.000924 0.001337
2462909.08186 -0.007159 -0.000925 0.001335
2462909.09030 -0.007160 -0.000926 0.001333
2462909.09873 -0.007161 -0.000927 0.001331
2462909.10716 -0.007161 -0.000928 0.001329
2462909.11559 -0.007161 -0.000929 0.001327
2462909.12402 -0.007162 -0.000931 0.001325
2462909.13246 -0.007162 -0.000932 0.001323
2462909.14089 -0.007163 -0.000933 0.001321
2462909.14932 -0.007162 -0.000934 0.001319
2462909.15775 -0.007163 -0.000934 0.001317
2462909.16618 -0.007164 -0.000935 0.001315
2462909.17461 -0.007164 -0.000936 0.001313
2462909.18305 -0.007165 -0.000937 0.001311
2462909.19148 -0.007165 -0.000938 0.001309
2462909.19991 -0.007166 -0.000939 0.001307
2462909.20834 -0.007166 -0.000941 0.001305
2462909.21677 -0.007166 -0.000942 0.001303
2462909.22521 -0.007166 -0.000943 0.001301
2462909.23364 -0.007167 -0.000944 0.001299
2462909.24207 -0.007167 -0.000945 0.001297
2462909.25050 -0.007167 -0.000946 0.001295
2462909.25893 -0.007168 -0.000947 0.001293
2462909.26736 -0.007168 -0.000948 0.001291
2462909.27580 -0.007170 -0.000948 0.001289
2462909.28423 -0.007170 -0.000949 0.001287
2462909.29266 -0.007170 -0.000951 0.001285
2462909.30109 -0.007170 -0.000952 0.001283
2462909.30952 -0.007171 -0.000953 0.001281
2462909.31795 -0.007171 -0.000954 0.001279
2462909.32639 -0.007171 -0.000954 0.001277
2462909.33482 -0.007171 -0.000956 0.001275
2462909.34325 -0.007173 -0.000957 0.001273
2462909.35168 -0.007173 -0.000958 0.001271
2462909.36011 -0.007173 -0.000958 0.001269
2462909.36855 -0.007173 -0.000960 0.001267
2462909.37698 -0.007174 -0.000961 0.001265
2462909.38541 -0.007174 -0.000962 0.001263
2462909.39384 -0.007175 -0.000963 0.001261
2462909.40227 -0.007176 -0.000964 0.001259
2462909.41070 -0.007176 -0.000965 0.001257
2462909.41914 -0.007176 -0.000966 0.001255
2462909.42757 -0.007177 -0.000967 0.001253
2462909.43600 -0.007177 -0.000968 0.001251
2462909.44443 -0.007177 -0.000969 0.001249
2462909.45286 -0.007178 -0.000970 0.001247
2462909.46130 -0.007178 -0.000971 0.001245
2462909.46973 -0.007179 -0.000972 0.001243
2462909.47816 -0.007179 -0.000972 0.001241
2462909.48659 -0.007180 -0.000974 0.001239
2462909.49502 -0.007179 -0.000975 0.001237
2462909.50345 -0.007180 -0.000976 0.001235
2462909.51189 -0.007180 -0.000977 0.001233
2462909.52032 -0.007181 -0.000978 0.001231
2462909.52875 -0.007181 -0.000979 0.001229
2462909.53718 -0.007182 -0.000980 0.001227
2462909.54561 -0.007182 -0.000981 0.001225
2462909.55405 -0.007182 -0.000982 0.001223
2462909.56248 -0.007183 -0.000983 0.001221
2462909.57091 -0.007183 -0.000984 0.001219
2462909.57934 -0.007183 -0.000985 0.001217
2462909.58777 -0.007184 -0.000986 0.001215
2462909.59620 -0.007185 -0.000987 0.001213
2462909.60464 -0.007185 -0.000988 0.001211
2462909.61307 -0.007185 -0.000989 0.001209
2462909.62150 -0.007186 -0.000990 0.001207
2462909.62993 -0.007186 -0.000991 0.001204
