Automated mail xmit by MAIL_REQUEST, PID=   84487 Sat Dec 31 01:39:11 2016
++++++++++++++++++++++++++++++++ (part 1 of 1)  +++++++++++++++++++++++++++++++

*******************************************************************************
 Revised: Oct 13, 2016     Spitzer Space Telescope (SST) / (Sun)            -79
                              http://spitzer.caltech.edu/

 Spitzer Space Telescope
  Launched: Aug 25, 2003
  Renamed : Dec 18, 2003 (formerly "SIRTF": Space Infrared Telescope Facility)

 EXTENDED MISSION (2009-present):
  Cryogen depletion is expected to occur in April 2009. A 2-year extended
  "warm" mission will continue operating the 3.6 and 4.5 micron channels on the
  IRAC instrument with expected sensitivity unchanged from performance in the
  cryogenic mission. The longer wavelength IRAC channels (5.6 and 8.0 microns)
  and the MIPS and IRS instruments will be unavailable.

 PRIME MISSION (2003-2009):
  Spitzer will obtain images and spectra by detecting infrared (heat) energy,
  having wavelengths of 3 and 180 microns, radiated by objects in space.  Most
  of this infrared radiation is blocked by the Earth's atmosphere and cannot be
  observed from the ground.  The telescope must be cooled to near absolute zero
  (-459 degrees F, or -273 degrees Celsius) to record infrared from distant
  regions of space without interference from the telescope's own heat.

 SPACECRAFT:
   0.85-meter telescope
   3 cryogenically-cooled science instruments
   2 solar panels composed of 392 solar cells, producing 427 Watts.
   Each solar cell is 5.5 x 6.5 cm. Each panel is 50% covered by solar cells,
    and 50% covered by optical reflectors to reduce panel temp to 330 K.
   Spitzer cannot point more than 120 degrees away from the sun and maintain
    adequate power levels.

 SPACECRAFT TRAJECTORY:
   Post-launch trajectory "sst_030825_161010_200101"

   This orbit solution is based on 2-way doppler tracking data through
   2016-Oct-05. The trajectory after that date is the nominal prediction.
*******************************************************************************


*******************************************************************************
Ephemeris / MAIL_REQUEST Sat Dec 31 01:39:10 2016 Pasadena, USA  / Horizons
*******************************************************************************
Target body name: Spitzer Space Telescope (-79)   {source: sst}
Center body name: Earth (399)                     {source: sst}
Center-site name: GEOCENTRIC
*******************************************************************************
Start time      : A.D. 2013-Jun-01 12:00:00.0000 UT
Stop  time      : A.D. 2015-Nov-02 10:00:00.0000 UT
Step-size       : 1440 minutes
*******************************************************************************
Target pole/equ : No model available
Target radii    : (unavailable)
Center geodetic : 0.00000000,0.00000000,0.0000000 {E-lon(deg),Lat(deg),Alt(km)}
Center cylindric: 0.00000000,0.00000000,0.0000000 {E-lon(deg),Dxy(km),Dz(km)}
Center pole/equ : High-precision EOP model        {East-longitude +}
Center radii    : 6378.1 x 6378.1 x 6356.8 km     {Equator, meridian, pole}
Target primary  : Earth
Vis. interferer : MOON (R_eq= 1737.400) km        {source: sst}
Rel. light bend : Sun, EARTH                      {source: sst}
Rel. lght bnd GM: 1.3271E+11, 3.9860E+05 km^3/s^2
Atmos refraction: NO (AIRLESS)
RA format       : HMS
Time format     : CAL
EOP file        : eop.161230.p170323
EOP coverage    : DATA-BASED 1962-JAN-20 TO 2016-DEC-30. PREDICTS-> 2017-MAR-22
Units conversion: 1 au= 149597870.700 km, c= 299792.458 km/s, 1 day= 86400.0 s
Table cut-offs 1: Elevation (-90.0deg=NO ),Airmass (>38.000=NO), Daylight (NO )
Table cut-offs 2: Solar Elongation (  0.0,180.0=NO ),Local Hour Angle( 0.0=NO )
**************************************************************************************
 Date__(UT)__HR:MN     R.A._(ICRF/J2000.0)_DEC            delta      deldot   1-way_LT
**************************************************************************************
$$SOE
 2013-Jun-01 12:00     08 26 37.19 +18 30 37.4 1.18920300729648  -0.3874637   9.890300
 2013-Jun-02 12:00     08 30 34.15 +18 15 57.2 1.18897839140816  -0.3903285   9.888432
 2013-Jun-03 12:00     08 34 30.46 +18 00 58.8 1.18875206830763  -0.3933761   9.886549
 2013-Jun-04 12:00     08 38 26.12 +17 45 42.4 1.18852392860425  -0.3966203   9.884652
 2013-Jun-05 12:00     08 42 21.13 +17 30 08.3 1.18829386037323  -0.4000518   9.882739
 2013-Jun-06 12:00     08 46 15.49 +17 14 16.9 1.18806176006928  -0.4036533   9.880808
 2013-Jun-07 12:00     08 50 09.20 +16 58 08.4 1.18782753679694  -0.4073972   9.878860
 2013-Jun-08 12:00     08 54 02.27 +16 41 43.3 1.18759111850793  -0.4112473   9.876894
 2013-Jun-09 12:00     08 57 54.68 +16 25 01.8 1.18735245535401  -0.4151630   9.874909
 2013-Jun-10 12:00     09 01 46.45 +16 08 04.3 1.18711152314052  -0.4190956   9.872905
 2013-Jun-11 12:00     09 05 37.58 +15 50 51.1 1.18686832876189  -0.4229883   9.870883
 2013-Jun-12 12:00     09 09 28.07 +15 33 22.6 1.18662290850264  -0.4267919   9.868842
 2013-Jun-13 12:00     09 13 17.92 +15 15 39.0 1.18637533305875  -0.4304404   9.866783
 2013-Jun-14 12:00     09 17 07.13 +14 57 40.9 1.18612571083910  -0.4338673   9.864707
 2013-Jun-15 12:00     09 20 55.72 +14 39 28.4 1.18587419102516  -0.4369979   9.862615
 2013-Jun-16 12:00     09 24 43.68 +14 21 02.0 1.18562096858198  -0.4397476   9.860509
 2013-Jun-17 12:00     09 28 31.02 +14 02 21.9 1.18536629068160  -0.4420207   9.858391
 2013-Jun-18 12:00     09 32 17.74 +13 43 28.7 1.18511046348214  -0.4437084   9.856263
 2013-Jun-19 12:00     09 36 03.86 +13 24 22.5 1.18485385872003  -0.4446929   9.854129
 2013-Jun-20 12:00     09 39 49.38 +13 05 03.8 1.18459691673622  -0.4448579   9.851992
 2013-Jun-21 12:00     09 43 34.31 +12 45 32.9 1.18434013981152  -0.4441086   9.849857
 2013-Jun-22 12:00     09 47 18.65 +12 25 50.1 1.18408407251168  -0.4423972   9.847727
 2013-Jun-23 12:00     09 51 02.43 +12 05 55.8 1.18382927051281  -0.4397367   9.845608
 2013-Jun-24 12:00     09 54 45.66 +11 45 50.2 1.18357625815222  -0.4362218   9.843504
 2013-Jun-25 12:00     09 58 28.35 +11 25 33.8 1.18332548645867  -0.4320078   9.841418
 2013-Jun-26 12:00     10 02 10.52 +11 05 06.8 1.18307730570310  -0.4272826   9.839354
 2013-Jun-27 12:00     10 05 52.19 +10 44 29.6 1.18283195600624  -0.4222343   9.837313
 2013-Jun-28 12:00     10 09 33.37 +10 23 42.4 1.18258957592466  -0.4170239   9.835298
 2013-Jun-29 12:00     10 13 14.09 +10 02 45.7 1.18235022173862  -0.4117739   9.833307
 2013-Jun-30 12:00     10 16 54.36 +09 41 39.6 1.18211389028321  -0.4065683   9.831341
 2013-Jul-01 12:00     10 20 34.19 +09 20 24.6 1.18187957019684  -0.4014619   9.829393
 2013-Jul-02 12:00     10 24 13.61 +08 59 00.9 1.18164913186078  -0.3964852   9.827476
 2013-Jul-03 12:00     10 27 52.64 +08 37 29.0 1.18142152755164  -0.3916526   9.825583
 2013-Jul-04 12:00     10 31 31.28 +08 15 49.2 1.18119666898859  -0.3869760   9.823713
 2013-Jul-05 12:00     10 35 09.56 +07 54 01.7 1.18097446782869  -0.3824505   9.821865
 2013-Jul-06 12:00     10 38 47.49 +07 32 07.0 1.18075483848669  -0.3780687   9.820039
 2013-Jul-07 12:00     10 42 25.09 +07 10 05.3 1.18053770212941  -0.3738149   9.818233
 2013-Jul-08 12:00     10 46 02.37 +06 47 57.0 1.18032299024959  -0.3696687   9.816447
 2013-Jul-09 12:00     10 49 39.36 +06 25 42.6 1.18011065108061  -0.3655938   9.814681
 2013-Jul-10 12:00     10 53 16.06 +06 03 22.2 1.17990065357484  -0.3615529   9.812935
 2013-Jul-11 12:00     10 56 52.50 +05 40 56.3 1.17969299135428  -0.3574985   9.811207
 2013-Jul-12 12:00     11 00 28.68 +05 18 25.2 1.17948768988020  -0.3533680   9.809500
 2013-Jul-13 12:00     11 04 04.63 +04 55 49.3 1.17928481170654  -0.3490952   9.807813
 2013-Jul-14 12:00     11 07 40.36 +04 33 08.9 1.17908446159627  -0.3445998   9.806146
